EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,Education,EducationField,Location,MonthlyIncome,PercentSalaryHike,StockOptionLevel,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TotalWorkingYears,NumCompaniesWorked,DistanceFromHome,BusinessTravel,OverTime,TrainingTimesLastYear,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Attrition,SurveyFeedback
11618,53,Female,Married,Marketing,SEO Analyst,2,Computer Science,Mumbai,186226,19,2,3,3,1,6,28,6,42,Travel_Frequently,No,3,4,1,2,4,1,3,Yes,"Too much overtime, work life balance is completely terrible"
11619,31,Female,Married,Operations,Coordinator,5,Computer Science,Bhubaneswar,247507,17,2,2,0,8,7,27,8,4,Travel_Rarely,Yes,1,4,2,2,4,2,1,Yes,Excessive workload with no work life balance whatsoever here
11620,36,Female,Married,Technology,Junior Developer,2,Computer Science,Bhubaneswar,136822,21,2,16,9,6,4,29,7,4,Non-Travel,No,2,2,3,1,1,3,3,Yes,"It is an okay place to work, nothing exceptional about it"
11621,28,Female,Single,Technology,Junior Developer,4,Business Administration,Pune,166186,15,1,18,2,6,8,5,6,8,Non-Travel,No,5,4,4,3,2,1,4,Yes,Excessive workload with no work life balance whatsoever here
11622,50,Male,Single,Technology,Senior Developer,5,Marketing,Chennai,34050,19,0,14,1,3,6,2,4,6,Travel_Frequently,Yes,6,2,3,1,4,4,4,Yes,I feel undervalued and underpaid compared to industry standards
11623,24,Male,Married,Sales,Sales Executive,1,Computer Science,Bengaluru,36125,20,0,5,7,4,6,20,7,25,Non-Travel,No,1,2,3,4,1,1,4,Yes,"It is an okay place to work, nothing exceptional about it"
11624,40,Female,Married,Sales,Sales Manager,1,Finance,Bhubaneswar,240166,12,0,11,7,5,7,13,8,27,Non-Travel,No,5,4,2,4,1,1,3,No,Work is okay but salary could definitely be better though
11625,31,Male,Single,Finance,Tax Analyst,2,Finance,Mumbai,196468,20,0,18,4,1,3,26,8,47,Travel_Rarely,No,0,3,2,2,3,4,4,No,"It is an okay place to work, nothing exceptional about it"
11626,49,Male,Single,HR,L&D Specialist,1,Computer Science,Mumbai,190918,11,0,5,4,3,9,8,4,50,Non-Travel,No,3,2,1,4,3,4,1,Yes,Poor management decisions causing frustration across the team
11627,50,Female,Single,Marketing,Marketing Manager,1,HR Management,Pune,166468,16,2,10,3,3,5,28,9,53,Non-Travel,Yes,0,1,2,1,3,3,1,Yes,"No growth at all, stuck in same role for many years now"
11628,36,Male,Divorced,Marketing,Digital Marketer,1,Finance,Mumbai,107661,17,2,19,0,3,4,15,3,54,Travel_Rarely,No,3,2,3,4,2,4,3,No,Great work life balance and very interesting projects daily
11629,56,Male,Married,Marketing,Brand Manager,4,HR Management,Pune,103116,19,3,19,0,6,0,8,9,40,Travel_Rarely,No,5,2,4,3,2,4,3,Yes,"It is an okay place to work, nothing exceptional about it"
11630,27,Female,Divorced,Finance,Finance Manager,1,Marketing,Bhubaneswar,134233,10,2,9,5,6,8,11,3,20,Non-Travel,No,1,3,1,2,2,1,4,Yes,Work is okay but salary could definitely be better though
11631,33,Male,Single,Sales,Sales Manager,3,Business Administration,Bhubaneswar,185045,23,1,15,3,6,1,29,7,27,Travel_Rarely,Yes,2,1,2,2,2,1,2,Yes,Work is okay but salary could definitely be better though
11632,34,Female,Divorced,Operations,Operations Manager,5,Finance,Bhubaneswar,169646,24,3,17,3,6,5,5,4,7,Travel_Rarely,Yes,2,3,3,3,4,3,1,Yes,Poor management decisions causing frustration across the team
11633,50,Female,Single,Operations,Supply Chain Analyst,1,HR Management,Bhubaneswar,105155,15,2,13,2,1,7,7,5,59,Travel_Rarely,Yes,0,3,3,3,1,4,2,Yes,I feel undervalued and underpaid compared to industry standards
11634,40,Male,Married,Finance,Finance Manager,1,Computer Science,Bengaluru,144843,16,3,3,8,4,2,18,3,23,Non-Travel,No,5,3,1,2,1,2,4,Yes,"Average experience overall, some good and some bad aspects"
11635,24,Male,Married,Operations,Operations Manager,1,Marketing,Chennai,28869,24,3,11,2,9,4,28,2,20,Travel_Rarely,Yes,3,2,1,3,3,1,3,Yes,Job is fine but I am looking for more interesting challenges
11636,29,Male,Single,Marketing,Content Writer,3,Engineering,Chennai,212266,22,0,19,7,1,6,12,8,49,Travel_Rarely,Yes,1,1,2,4,1,3,4,Yes,Job is fine but I am looking for more interesting challenges
11637,29,Female,Married,HR,HR Executive,1,Engineering,Bengaluru,77167,18,3,7,1,4,3,12,7,51,Travel_Rarely,No,6,1,2,4,2,1,2,Yes,Job is fine but I am looking for more interesting challenges
11638,41,Female,Single,Technology,DevOps Engineer,1,Computer Science,Bhubaneswar,202219,21,2,6,3,5,4,29,7,34,Non-Travel,No,3,3,4,4,1,1,4,Yes,"It is an okay place to work, nothing exceptional about it"
11639,25,Female,Single,Sales,BD Executive,5,Marketing,Mumbai,158194,12,0,8,0,2,0,11,8,29,Non-Travel,Yes,3,4,1,4,4,2,3,Yes,"It is an okay place to work, nothing exceptional about it"
11640,42,Male,Married,Sales,BD Executive,3,Marketing,Pune,189899,11,2,16,4,5,3,6,1,44,Travel_Frequently,Yes,3,1,1,1,4,3,2,Yes,"No growth at all, stuck in same role for many years now"
11641,24,Male,Married,Finance,Senior Accountant,3,Marketing,Chennai,159407,14,0,9,1,4,6,21,8,51,Travel_Rarely,Yes,5,1,3,1,3,2,4,Yes,Poor management decisions causing frustration across the team
11642,29,Female,Married,Sales,Account Manager,1,Marketing,Hyderabad,78576,22,2,2,0,3,9,10,5,5,Travel_Rarely,No,1,3,4,1,2,2,3,No,"Average experience overall, some good and some bad aspects"
11643,44,Male,Married,Marketing,Digital Marketer,3,Engineering,Pune,36677,24,0,7,0,9,6,32,8,27,Travel_Frequently,Yes,5,2,2,1,1,3,4,Yes,Management doesnt listen and salary is way below market rate
11644,37,Male,Married,Operations,Supply Chain Analyst,2,HR Management,Hyderabad,174295,19,0,13,1,8,9,33,9,12,Travel_Rarely,No,6,3,4,4,3,4,4,Yes,I feel undervalued and underpaid compared to industry standards
11645,34,Female,Single,Marketing,Marketing Manager,3,Marketing,Hyderabad,175886,10,1,6,4,7,9,17,2,17,Travel_Rarely,Yes,3,4,4,4,1,2,3,Yes,Very high pressure with little or no recognition for work done
11646,24,Female,Single,Finance,Auditor,3,HR Management,Bhubaneswar,140662,22,2,15,8,6,3,3,3,37,Non-Travel,Yes,6,4,3,3,3,4,3,Yes,Very high pressure with little or no recognition for work done
11647,30,Male,Divorced,Marketing,Content Writer,3,Marketing,Hyderabad,229683,15,3,17,5,0,5,18,6,34,Travel_Frequently,No,6,3,1,1,3,1,4,Yes,Management doesnt listen and salary is way below market rate
11648,35,Female,Single,Operations,Coordinator,4,Finance,Bhubaneswar,189257,18,0,10,3,8,4,10,9,30,Travel_Rarely,Yes,5,4,1,1,4,3,1,Yes,Job is fine but I am looking for more interesting challenges
11649,34,Male,Married,HR,HR Manager,4,Business Administration,Bengaluru,91794,19,2,5,2,8,0,8,8,36,Travel_Rarely,Yes,2,2,1,2,4,3,4,Yes,"Too much overtime, work life balance is completely terrible"
11650,28,Female,Single,Finance,Senior Accountant,4,Finance,Mumbai,242135,24,0,19,7,5,7,34,6,6,Travel_Rarely,No,0,2,2,3,4,1,3,Yes,"It is an okay place to work, nothing exceptional about it"
11651,36,Female,Married,HR,HR Executive,3,Business Administration,Hyderabad,90675,18,1,13,2,6,6,33,5,32,Travel_Frequently,No,4,2,1,4,3,1,1,Yes,Work is okay but salary could definitely be better though
11652,28,Female,Married,Technology,QA Engineer,2,Finance,Mumbai,57325,16,1,12,0,2,4,10,3,32,Travel_Rarely,No,3,4,4,3,4,1,3,No,"Good colleagues, strong learning opportunities and recognition"
11653,55,Male,Single,HR,HR Manager,3,Marketing,Bhubaneswar,55503,23,1,3,3,4,9,18,4,9,Non-Travel,Yes,6,2,4,3,4,2,4,Yes,"No growth at all, stuck in same role for many years now"
11654,43,Male,Single,Technology,DevOps Engineer,1,HR Management,Hyderabad,34514,20,1,19,4,6,9,25,7,58,Travel_Rarely,No,2,3,1,2,2,2,2,Yes,"Too much overtime, work life balance is completely terrible"
11655,45,Female,Married,Technology,Data Analyst,2,Business Administration,Pune,71196,16,3,19,4,0,6,2,7,22,Travel_Rarely,No,5,2,4,2,1,2,3,Yes,"Too much overtime, work life balance is completely terrible"
11656,22,Female,Married,HR,HR Manager,4,Engineering,Bengaluru,166989,24,3,10,4,0,9,19,3,10,Non-Travel,No,6,4,2,3,1,2,3,No,Great work life balance and very interesting projects daily
11657,31,Female,Single,Finance,Senior Accountant,5,Computer Science,Chennai,200771,17,0,17,7,4,2,10,4,29,Travel_Frequently,No,2,1,1,1,2,2,2,Yes,Very high pressure with little or no recognition for work done
11658,37,Male,Married,Operations,Coordinator,2,Business Administration,Bengaluru,109633,19,2,0,7,8,7,3,3,11,Non-Travel,No,0,4,2,4,2,4,3,No,"Very happy with my role, the team is fantastic and supportive"
11659,29,Female,Single,Marketing,Digital Marketer,4,Business Administration,Hyderabad,196191,23,1,11,3,6,4,19,2,28,Travel_Rarely,Yes,0,3,1,2,4,4,3,Yes,"It is an okay place to work, nothing exceptional about it"
11660,46,Female,Divorced,Marketing,Content Writer,2,Engineering,Bengaluru,98324,11,1,17,8,0,1,26,6,2,Travel_Rarely,Yes,4,3,2,2,4,2,3,Yes,Excessive workload with no work life balance whatsoever here
11661,33,Female,Married,Operations,Coordinator,2,Marketing,Chennai,171133,23,3,6,0,4,1,25,7,56,Travel_Rarely,Yes,4,4,2,4,1,3,2,Yes,"Too much overtime, work life balance is completely terrible"
11662,46,Female,Single,Technology,QA Engineer,3,Finance,Pune,156019,15,3,11,4,7,3,17,4,21,Travel_Rarely,No,6,2,2,2,2,3,4,Yes,Job is fine but I am looking for more interesting challenges
11663,38,Male,Married,Technology,Senior Developer,1,Finance,Mumbai,227152,14,1,0,4,7,6,10,5,57,Travel_Frequently,No,4,2,4,3,2,4,3,Yes,"No growth at all, stuck in same role for many years now"
11664,47,Male,Married,Finance,Auditor,5,HR Management,Pune,100550,14,2,3,4,1,9,11,8,31,Travel_Rarely,No,1,1,2,4,4,4,1,Yes,Management doesnt listen and salary is way below market rate
11665,35,Female,Single,Sales,Account Manager,4,Marketing,Bengaluru,95331,22,0,17,7,6,3,11,9,58,Non-Travel,Yes,1,2,3,1,1,3,4,Yes,"Average experience overall, some good and some bad aspects"
11666,57,Male,Married,HR,HR Manager,2,Engineering,Chennai,178704,12,0,14,8,9,8,12,7,41,Travel_Rarely,No,2,3,2,2,3,3,4,Yes,Very high pressure with little or no recognition for work done
11667,44,Male,Single,Technology,DevOps Engineer,5,Marketing,Mumbai,165424,12,0,2,2,4,1,8,1,52,Non-Travel,No,5,2,2,2,2,3,1,Yes,I feel undervalued and underpaid compared to industry standards
11668,27,Male,Single,Marketing,Marketing Manager,2,Marketing,Chennai,38653,15,0,6,8,8,5,24,3,17,Non-Travel,No,0,4,2,3,1,4,1,Yes,"No growth at all, stuck in same role for many years now"
11669,26,Female,Single,Finance,Financial Analyst,1,Finance,Pune,213187,21,2,5,7,2,3,14,5,27,Non-Travel,No,3,4,2,1,1,4,1,No,"It is an okay place to work, nothing exceptional about it"
11670,46,Male,Married,HR,HR Business Partner,5,Engineering,Bhubaneswar,112294,19,2,14,2,0,5,23,3,30,Non-Travel,No,0,1,1,2,1,3,2,Yes,"No growth at all, stuck in same role for many years now"
11671,39,Male,Single,Finance,Auditor,4,Computer Science,Bhubaneswar,58755,22,2,14,1,3,9,17,1,41,Travel_Rarely,No,1,3,4,4,2,4,3,No,Excellent culture and very clear career growth opportunities
11672,34,Male,Married,HR,Recruiter,2,Business Administration,Mumbai,119296,19,3,5,3,6,8,5,2,57,Travel_Rarely,No,2,4,4,4,3,2,4,No,"It is an okay place to work, nothing exceptional about it"
11673,35,Female,Married,HR,Recruiter,1,Finance,Mumbai,113354,16,1,7,1,0,9,3,8,8,Non-Travel,No,3,3,4,3,4,3,1,No,"Good colleagues, strong learning opportunities and recognition"
11674,49,Female,Married,Operations,Ops Executive,5,Engineering,Mumbai,86988,23,2,7,3,1,8,9,7,37,Travel_Rarely,No,4,2,1,3,3,1,3,Yes,"Average experience overall, some good and some bad aspects"
11675,39,Male,Married,Technology,QA Engineer,2,HR Management,Bhubaneswar,52921,10,0,0,4,4,8,20,3,5,Non-Travel,No,4,1,2,2,1,3,3,Yes,I feel undervalued and underpaid compared to industry standards
11676,49,Male,Married,Finance,Senior Accountant,2,Business Administration,Pune,205075,23,2,12,1,8,8,20,4,26,Travel_Frequently,No,1,1,2,3,2,4,2,Yes,"Average experience overall, some good and some bad aspects"
11677,48,Female,Married,Finance,Financial Analyst,4,Business Administration,Mumbai,226948,12,1,12,7,0,2,19,3,6,Travel_Rarely,Yes,2,2,4,4,2,1,4,Yes,I feel undervalued and underpaid compared to industry standards
11678,53,Female,Married,Operations,Coordinator,1,Finance,Bhubaneswar,61668,21,3,10,0,3,8,21,4,16,Non-Travel,No,6,4,3,3,3,1,3,No,"Average experience overall, some good and some bad aspects"
11679,30,Male,Single,Marketing,Brand Manager,3,HR Management,Mumbai,70175,10,0,3,2,2,2,16,8,1,Travel_Frequently,Yes,5,3,2,4,3,3,1,Yes,Poor management decisions causing frustration across the team
11680,53,Male,Divorced,Marketing,Marketing Manager,2,Finance,Mumbai,193810,19,3,6,6,4,9,33,9,9,Travel_Rarely,No,0,3,2,2,2,2,1,No,"It is an okay place to work, nothing exceptional about it"
11681,41,Female,Single,Technology,Data Analyst,5,Marketing,Chennai,68452,12,2,11,9,4,2,5,7,21,Travel_Rarely,Yes,1,3,2,4,3,2,2,Yes,"Too much overtime, work life balance is completely terrible"
11682,49,Female,Single,Technology,Junior Developer,4,Engineering,Mumbai,214395,14,0,12,0,9,4,24,9,7,Non-Travel,No,5,4,1,3,4,4,1,Yes,I feel undervalued and underpaid compared to industry standards
11683,54,Male,Married,Sales,Account Manager,4,HR Management,Bhubaneswar,61149,18,0,11,1,1,5,15,9,43,Travel_Rarely,Yes,5,2,2,4,4,1,1,Yes,Very high pressure with little or no recognition for work done
11684,25,Female,Single,Operations,Ops Executive,2,Business Administration,Pune,30839,12,2,15,2,4,8,26,7,15,Travel_Rarely,No,0,3,4,4,4,2,2,No,"Average experience overall, some good and some bad aspects"
11685,55,Male,Single,Marketing,Marketing Manager,2,Finance,Bhubaneswar,17155,19,2,5,1,8,0,25,7,24,Non-Travel,No,3,4,2,1,1,4,2,Yes,I feel undervalued and underpaid compared to industry standards
11686,24,Male,Married,HR,L&D Specialist,2,Business Administration,Bhubaneswar,153091,23,1,13,1,4,7,28,8,5,Non-Travel,No,0,3,4,1,3,1,1,No,"I love working here, great team and management support"
11687,47,Male,Married,Finance,Financial Analyst,3,HR Management,Mumbai,69512,19,2,18,5,9,3,33,3,51,Travel_Rarely,Yes,3,4,3,2,2,4,4,Yes,I feel undervalued and underpaid compared to industry standards
11688,29,Female,Married,Technology,QA Engineer,2,Business Administration,Chennai,207762,18,2,15,6,1,9,18,8,38,Non-Travel,Yes,5,2,1,4,1,2,4,Yes,Management doesnt listen and salary is way below market rate
11689,27,Male,Married,Finance,Senior Accountant,1,Finance,Hyderabad,101150,10,2,3,5,6,6,18,1,55,Non-Travel,No,2,3,3,4,2,4,2,No,Management is supportive and salary is competitive and fair
11690,37,Male,Single,Finance,Tax Analyst,5,Finance,Hyderabad,141041,15,0,4,5,5,5,33,6,29,Travel_Rarely,Yes,1,2,2,4,3,4,4,Yes,Excessive workload with no work life balance whatsoever here
11691,45,Female,Single,Sales,Sales Lead,2,Computer Science,Hyderabad,41190,18,1,8,8,6,5,27,2,46,Travel_Frequently,No,0,1,3,1,3,2,4,Yes,"No growth at all, stuck in same role for many years now"
11692,51,Female,Married,Marketing,Brand Manager,3,Business Administration,Bhubaneswar,25928,21,0,2,7,7,6,15,7,52,Non-Travel,No,2,4,2,4,1,2,4,Yes,"Average experience overall, some good and some bad aspects"
11693,34,Male,Single,Technology,Junior Developer,5,Computer Science,Mumbai,63425,14,2,9,7,9,3,13,3,57,Non-Travel,Yes,2,1,4,1,1,4,2,Yes,"Average experience overall, some good and some bad aspects"
11694,26,Male,Married,Finance,Financial Analyst,4,Computer Science,Hyderabad,89134,20,1,16,5,4,5,34,5,46,Travel_Frequently,No,0,2,2,2,4,2,4,Yes,Excessive workload with no work life balance whatsoever here
11695,46,Female,Single,Technology,Senior Developer,2,Business Administration,Bengaluru,124875,23,2,18,4,1,2,4,2,11,Non-Travel,No,4,2,1,4,1,3,1,Yes,"Average experience overall, some good and some bad aspects"
11696,41,Female,Married,HR,Recruiter,5,HR Management,Bengaluru,232189,19,0,9,8,6,4,19,1,4,Travel_Rarely,No,5,2,3,4,4,3,1,Yes,"It is an okay place to work, nothing exceptional about it"
11697,39,Female,Married,Sales,Sales Manager,4,Marketing,Bengaluru,139264,11,0,11,1,6,1,31,5,59,Travel_Frequently,No,4,3,2,3,1,3,2,Yes,I feel undervalued and underpaid compared to industry standards
11698,39,Male,Married,HR,L&D Specialist,3,Finance,Pune,195046,14,2,6,6,7,2,25,9,10,Travel_Frequently,No,3,3,4,1,4,1,4,Yes,"Average experience overall, some good and some bad aspects"
11699,23,Male,Married,Technology,QA Engineer,1,Engineering,Mumbai,125191,10,1,17,5,6,8,12,9,34,Non-Travel,No,2,2,3,3,3,3,3,Yes,Job is fine but I am looking for more interesting challenges
11700,31,Male,Married,Technology,QA Engineer,2,Computer Science,Bhubaneswar,193868,18,0,18,6,9,5,12,7,57,Travel_Rarely,No,1,2,1,2,2,3,3,Yes,"No growth at all, stuck in same role for many years now"
11701,33,Female,Single,Marketing,Digital Marketer,1,HR Management,Bhubaneswar,194815,19,2,14,3,6,2,25,9,4,Non-Travel,No,1,3,2,1,3,3,1,Yes,Poor management decisions causing frustration across the team
11702,34,Male,Single,Finance,Senior Accountant,3,Business Administration,Mumbai,225527,22,3,6,8,8,1,33,4,52,Travel_Frequently,No,2,3,1,4,4,2,1,Yes,"It is an okay place to work, nothing exceptional about it"
11703,32,Female,Single,Finance,Financial Analyst,5,HR Management,Chennai,118716,19,2,11,6,7,4,28,3,10,Travel_Frequently,No,4,4,4,4,3,2,3,Yes,I feel undervalued and underpaid compared to industry standards
11704,40,Male,Married,HR,L&D Specialist,5,HR Management,Chennai,216107,18,2,6,1,1,9,9,4,33,Non-Travel,No,5,2,3,4,1,2,2,Yes,I feel undervalued and underpaid compared to industry standards
11705,56,Female,Married,Sales,Sales Executive,3,Business Administration,Pune,183749,15,1,9,3,1,4,14,7,46,Travel_Rarely,No,2,3,3,4,1,2,4,Yes,"It is an okay place to work, nothing exceptional about it"
11706,47,Male,Married,Operations,Supply Chain Analyst,3,Engineering,Mumbai,71321,20,2,19,4,6,0,3,8,18,Travel_Frequently,Yes,6,3,3,2,2,2,3,Yes,Very high pressure with little or no recognition for work done
11707,35,Male,Single,Finance,Auditor,2,Business Administration,Chennai,128782,18,3,9,1,9,2,5,2,12,Non-Travel,No,3,1,4,4,2,3,4,Yes,Very high pressure with little or no recognition for work done
11708,45,Female,Married,Marketing,Brand Manager,4,Engineering,Pune,124398,23,2,4,9,9,6,26,5,51,Non-Travel,No,2,2,2,4,3,3,3,Yes,Poor management decisions causing frustration across the team
11709,22,Female,Divorced,HR,L&D Specialist,1,Business Administration,Hyderabad,73973,12,3,17,7,2,8,18,5,23,Non-Travel,No,0,2,2,4,2,2,1,No,"Very happy with my role, the team is fantastic and supportive"
11710,43,Male,Single,HR,HR Business Partner,1,Computer Science,Hyderabad,67414,24,0,8,0,0,4,21,9,44,Travel_Rarely,Yes,4,3,2,3,1,4,4,Yes,Work is okay but salary could definitely be better though
11711,44,Female,Single,Operations,Ops Executive,5,Engineering,Pune,171674,13,2,15,2,8,3,16,3,25,Travel_Frequently,No,0,1,1,2,1,2,2,Yes,Job is fine but I am looking for more interesting challenges
11712,40,Female,Single,Marketing,Marketing Manager,5,Computer Science,Mumbai,44692,22,1,6,0,2,2,23,6,37,Travel_Frequently,Yes,0,4,4,1,1,3,4,Yes,"Too much overtime, work life balance is completely terrible"
11713,39,Male,Married,Sales,BD Executive,2,Engineering,Hyderabad,120958,15,2,9,4,0,9,29,5,4,Non-Travel,Yes,2,2,3,2,4,3,4,Yes,Work is okay but salary could definitely be better though
11714,33,Female,Married,Marketing,Digital Marketer,3,Engineering,Mumbai,63750,13,3,4,7,5,8,10,2,13,Non-Travel,No,5,4,4,2,4,2,3,No,Excellent culture and very clear career growth opportunities
11715,49,Male,Single,Sales,BD Executive,1,Business Administration,Chennai,167832,10,3,6,6,3,6,5,2,18,Travel_Rarely,No,2,2,4,2,3,1,2,No,"It is an okay place to work, nothing exceptional about it"
11716,49,Male,Married,Marketing,Content Writer,2,Engineering,Hyderabad,83456,16,1,4,8,0,6,11,4,29,Travel_Rarely,Yes,5,3,4,4,4,4,1,Yes,Excessive workload with no work life balance whatsoever here
11717,54,Female,Single,Marketing,Content Writer,5,Computer Science,Chennai,39085,14,3,14,1,3,7,29,4,44,Travel_Rarely,No,1,4,3,3,2,2,4,No,Great work life balance and very interesting projects daily
11718,40,Female,Married,Technology,QA Engineer,5,Business Administration,Mumbai,210036,23,2,18,7,7,9,27,7,30,Travel_Rarely,No,5,2,3,3,1,3,4,Yes,Work is okay but salary could definitely be better though
11719,49,Male,Married,HR,HR Manager,1,Finance,Mumbai,37925,24,3,9,7,6,0,34,1,48,Travel_Rarely,No,0,4,1,3,3,4,3,No,"Very happy with my role, the team is fantastic and supportive"
11720,47,Male,Married,Marketing,Marketing Manager,5,Computer Science,Bengaluru,20615,17,2,7,5,0,3,14,6,55,Non-Travel,No,2,3,4,3,4,1,1,Yes,Poor management decisions causing frustration across the team
11721,56,Male,Single,Operations,Process Analyst,5,Finance,Pune,52083,18,2,8,2,9,4,10,9,38,Travel_Rarely,Yes,1,1,2,1,3,4,3,Yes,Job is fine but I am looking for more interesting challenges
11722,55,Male,Divorced,Marketing,Digital Marketer,4,HR Management,Bhubaneswar,125764,14,3,10,1,8,4,11,2,28,Travel_Frequently,No,6,1,1,3,3,2,2,Yes,Job is fine but I am looking for more interesting challenges
11723,56,Male,Married,Finance,Auditor,3,Business Administration,Pune,214391,17,1,1,7,5,0,11,5,7,Non-Travel,No,0,4,3,4,2,3,1,No,"Good colleagues, strong learning opportunities and recognition"
11724,37,Male,Single,HR,HR Business Partner,5,HR Management,Mumbai,24605,22,0,2,5,1,2,19,4,24,Travel_Rarely,No,1,4,3,4,2,3,2,No,Great work life balance and very interesting projects daily
11725,34,Female,Single,Finance,Senior Accountant,4,Business Administration,Mumbai,126093,10,1,12,3,2,1,24,4,41,Non-Travel,No,4,4,1,3,2,3,3,No,Management is supportive and salary is competitive and fair
11726,44,Female,Married,HR,HR Business Partner,2,Business Administration,Pune,59608,10,0,10,4,6,6,1,8,10,Travel_Rarely,No,3,2,2,1,3,4,1,Yes,Management doesnt listen and salary is way below market rate
11727,43,Female,Married,Finance,Tax Analyst,5,Computer Science,Mumbai,143788,16,1,9,4,2,4,12,6,37,Travel_Rarely,No,0,3,4,3,3,2,2,No,Management is supportive and salary is competitive and fair
11728,37,Male,Married,Marketing,SEO Analyst,2,Finance,Chennai,34192,24,2,14,8,2,2,14,7,27,Travel_Rarely,No,2,4,4,4,2,2,2,No,"Career growth is excellent here, very satisfied with my job"
11729,49,Female,Married,Marketing,Marketing Manager,5,Business Administration,Hyderabad,149403,15,2,5,8,4,7,3,9,21,Travel_Frequently,No,5,1,2,4,4,4,3,Yes,Work is okay but salary could definitely be better though
11730,56,Male,Divorced,Technology,DevOps Engineer,1,Finance,Mumbai,66330,14,3,0,7,2,0,32,3,36,Travel_Rarely,No,4,2,4,4,1,4,1,Yes,Work is okay but salary could definitely be better though
11731,29,Male,Single,Operations,Process Analyst,4,Business Administration,Pune,243464,23,0,13,7,2,0,16,2,43,Travel_Rarely,No,6,4,3,2,2,1,2,No,Excellent culture and very clear career growth opportunities
11732,43,Female,Single,Finance,Finance Manager,4,Finance,Pune,64949,24,0,17,1,4,5,10,3,51,Non-Travel,No,1,2,1,4,4,3,4,Yes,Management doesnt listen and salary is way below market rate
11733,42,Male,Divorced,Sales,Sales Manager,1,HR Management,Pune,83382,14,3,10,2,4,0,17,8,29,Travel_Rarely,No,3,4,2,3,3,4,1,No,Excellent culture and very clear career growth opportunities
11734,47,Male,Married,Technology,Data Analyst,3,Computer Science,Bengaluru,114233,23,1,7,7,8,3,4,9,7,Non-Travel,No,5,4,1,4,3,3,1,No,"Very happy with my role, the team is fantastic and supportive"
11735,42,Male,Married,Finance,Financial Analyst,4,Business Administration,Chennai,183658,18,3,2,4,0,5,15,5,13,Travel_Frequently,Yes,0,2,4,1,4,1,4,Yes,"It is an okay place to work, nothing exceptional about it"
11736,46,Male,Married,Finance,Auditor,2,Marketing,Chennai,67243,10,1,13,6,0,0,33,8,45,Non-Travel,No,3,3,4,2,4,2,1,No,Management is supportive and salary is competitive and fair
11737,22,Male,Divorced,Technology,DevOps Engineer,4,Finance,Bengaluru,115566,17,3,1,7,8,8,10,7,53,Non-Travel,No,4,3,3,1,3,3,1,Yes,I feel undervalued and underpaid compared to industry standards
11738,27,Male,Married,Marketing,Digital Marketer,3,Finance,Chennai,73618,11,0,15,5,4,3,7,9,23,Non-Travel,Yes,3,1,3,4,3,4,4,Yes,Very high pressure with little or no recognition for work done
11739,44,Female,Married,Finance,Finance Manager,2,Marketing,Bengaluru,224383,16,0,5,4,3,8,33,4,50,Travel_Frequently,No,0,3,4,2,3,4,3,No,Job is fine but I am looking for more interesting challenges
11740,44,Male,Married,Marketing,Marketing Manager,2,Computer Science,Chennai,153621,15,1,0,7,1,8,17,3,57,Travel_Rarely,No,4,3,4,2,3,1,2,No,Job is fine but I am looking for more interesting challenges
11741,44,Male,Single,Technology,DevOps Engineer,1,Finance,Bengaluru,133168,19,0,13,0,8,5,12,9,25,Non-Travel,No,1,2,3,2,2,3,4,Yes,I feel undervalued and underpaid compared to industry standards
11742,53,Male,Married,Marketing,SEO Analyst,5,Computer Science,Bengaluru,67494,11,0,9,0,5,6,17,8,41,Non-Travel,No,0,2,3,4,3,2,1,No,Management is supportive and salary is competitive and fair
11743,51,Male,Single,HR,L&D Specialist,1,Finance,Chennai,234045,21,0,5,0,8,0,16,7,45,Travel_Rarely,No,3,1,2,1,3,2,2,Yes,Poor management decisions causing frustration across the team
11744,34,Female,Divorced,Sales,Sales Executive,5,Engineering,Bengaluru,38958,22,0,8,2,4,4,14,1,13,Non-Travel,No,0,4,3,4,4,4,2,No,Work is okay but salary could definitely be better though
11745,39,Female,Married,Finance,Financial Analyst,1,Finance,Chennai,235851,12,2,6,9,3,2,3,2,37,Travel_Rarely,Yes,4,2,2,2,4,1,2,Yes,Management doesnt listen and salary is way below market rate
11746,44,Male,Married,Operations,Ops Executive,5,Engineering,Bengaluru,122960,13,3,1,5,6,9,30,9,30,Non-Travel,Yes,3,2,2,4,4,4,3,Yes,"Average experience overall, some good and some bad aspects"
11747,36,Male,Married,Sales,BD Executive,4,Business Administration,Pune,240592,16,3,10,5,4,9,26,5,26,Travel_Rarely,Yes,1,2,1,2,3,4,1,Yes,"Average experience overall, some good and some bad aspects"
11748,54,Male,Single,Marketing,Marketing Manager,2,Computer Science,Bhubaneswar,117478,17,2,13,4,7,5,12,1,12,Non-Travel,Yes,6,3,3,2,4,4,1,Yes,Excessive workload with no work life balance whatsoever here
11749,42,Female,Single,Finance,Auditor,5,Finance,Chennai,183610,22,0,4,6,7,3,31,9,57,Travel_Rarely,Yes,6,2,2,2,3,4,2,Yes,Work is okay but salary could definitely be better though
